销售日期,水生根茎类,花叶类,花菜类,茄类,辣椒类,食用菌
2022-11-24,29.738,260.618,31.131,8.455,105.612,43.262
2022-11-25,62.003,228.796,46.435,16.927,103.304,32.969
2022-11-26,37.043,352.511,47.408,9.864,89.276,57.284
2022-11-27,3.165,40.471,3.192,4.146,17.031,8.596
2022-11-28,1.8090000000000002,40.862,10.708,1.04,13.451,3.012
2022-11-29,9.193999999999999,31.298,7.6240000000000006,1.778,6.066,8.283000000000001
2022-12-04,18.158,99.399,24.722,1.168,53.404,30.0
2022-12-05,41.811,170.093,30.282,0.0,118.657,114.0
2022-12-06,67.863,226.171,38.551,7.977,97.963,98.62
2022-12-07,64.331,272.787,25.636,11.597,82.55,124.352
2022-12-08,47.48,173.924,46.357,4.524,131.273,82.678
2022-12-09,30.039,140.88,41.33,4.422,99.447,71.484
2022-12-10,73.28,231.009,55.053,6.572,161.982,149.336
2022-12-11,63.385,204.481,62.536,3.629,171.695,144.333
2022-12-12,30.168,173.035,27.823,3.379,96.205,85.722
2022-12-13,50.434000000000005,185.802,37.876,5.316,103.872,91.195
2022-12-14,29.923,226.115,40.701,6.973,96.198,102.181
2022-12-15,60.996,291.759,44.891,8.607,151.972,94.034
2022-12-16,59.198,306.951,28.131,6.8389999999999995,147.869,146.341
2022-12-17,97.791,265.09,43.945,16.786,153.757,142.647
2022-12-18,65.117,295.364,68.962,12.025,123.469,131.36
2022-12-19,67.122,201.178,47.456,11.56,98.288,86.269
2022-12-20,53.792,252.224,45.501,6.731,88.82,103.847
2022-12-21,61.727,285.265,76.358,17.740000000000002,137.998,128.851
2022-12-22,45.018,223.75,33.671,8.883000000000001,93.949,99.983
2022-12-23,54.487,210.784,29.486,8.921,91.649,92.544
2022-12-24,61.874,285.085,47.279,11.582,117.564,139.067
2022-12-25,105.129,362.94,51.941,5.742,166.418,160.777
2022-12-26,56.004,253.075,27.857,12.022,114.691,115.933
2022-12-27,72.514,253.518,39.591,6.541,121.716,102.06
2022-12-28,60.286,257.429,36.052,8.167,99.953,119.913
2022-12-29,66.287,237.73499999999999,25.895,3.656,129.853,123.43900000000001
2022-12-30,62.525,244.088,29.769,6.173,118.877,131.883
2022-12-31,103.271,329.509,39.573,5.574,198.248,178.021
2023-01-01,92.503,329.635,39.38,7.926,174.426,159.047
2023-01-02,54.334,287.812,36.172,17.834,154.451,132.934
2023-01-03,50.818,215.984,30.654,3.617,128.134,86.599
2023-01-04,48.908,171.91,27.843,3.9290000000000003,123.447,88.495
2023-01-05,32.701,186.069,25.709,5.835,108.643,101.31700000000001
2023-01-06,60.705,202.912,27.047,6.648,106.774,115.083
2023-01-07,53.524,187.324,24.606,11.499,112.31,108.037
2023-01-08,56.788000000000004,219.372,34.433,15.154,124.983,115.9
2023-01-09,39.959,185.585,31.341,11.607,90.474,100.363
2023-01-10,45.848,200.196,15.292,9.913,119.602,101.017
2023-01-11,44.885,185.254,31.198999999999998,9.782,126.451,88.976
2023-01-12,43.65,202.709,27.908,9.159,113.15,87.742
2023-01-13,31.759,215.635,29.708000000000002,15.213000000000001,137.769,123.264
2023-01-14,112.724,447.993,55.134,31.542,197.217,204.679
2023-01-15,92.61,278.968,61.584,21.246,154.044,179.046
2023-01-16,61.379,216.173,46.516,21.066,121.081,144.546
2023-01-17,86.319,180.232,39.869,22.71,117.137,166.406
2023-01-18,84.28,281.893,58.399,41.459,218.267,212.899
2023-01-19,157.124,371.074,104.101,61.759,350.275,385.359
2023-01-20,252.074,594.071,138.786,75.97,604.231,455.941
2023-01-22,39.08,219.378,34.134,17.629,91.232,91.901
2023-01-23,46.756,291.352,66.018,31.043,124.14,146.538
2023-01-24,84.834,205.447,89.421,31.05,181.951,48.517
2023-01-25,97.229,245.072,114.337,38.246,140.698,165.671
2023-01-26,72.927,272.125,60.15,32.835,226.705,204.906
2023-01-27,88.434,283.135,69.283,31.75,284.492,215.811
2023-01-28,63.873,235.443,43.626,30.240000000000002,246.343,163.237
2023-01-29,48.473,229.694,40.249,15.298,194.121,122.262
2023-01-30,52.383,217.18,42.686,15.248000000000001,153.832,113.826
2023-01-31,40.683,202.836,37.502,13.52,157.934,104.426
2023-02-01,33.281,156.42,33.307,12.689,136.909,92.321
2023-02-02,32.252,204.688,41.747,15.701,142.663,125.853
2023-02-03,54.97,189.282,53.285000000000004,14.786,187.654,125.441
2023-02-04,85.605,252.725,39.93,20.698,232.871,126.55
2023-02-05,83.513,281.351,39.59,15.281,140.199,112.777
2023-02-06,11.684,179.662,34.646,12.377,91.363,79.476
2023-02-07,25.653,154.543,33.83,12.441,99.937,63.807
2023-02-08,40.347,161.297,35.924,8.429,93.975,75.372
2023-02-09,42.757,203.645,30.833,13.362,138.13,88.67
2023-02-10,49.257,175.847,31.996,12.794,125.468,103.7
2023-02-11,77.149,243.908,53.417,16.919,164.9,143.531
2023-02-12,74.087,309.307,48.809,28.032,158.806,109.179
2023-02-13,30.456,226.189,33.601,14.143,107.056,103.147
2023-02-14,39.561,160.285,37.56,14.301,108.672,75.069
2023-02-15,41.209,184.475,31.355,6.734999999999999,105.647,72.525
2023-02-16,32.783,155.351,34.159,7.394,105.95,74.701
2023-02-17,28.471,160.609,38.594,8.283,136.319,104.876
2023-02-18,65.745,285.815,48.488,21.073999999999998,181.095,134.317
2023-02-19,48.268,230.404,45.805,17.567,162.066,105.097
2023-02-20,24.15,139.164,29.447,7.391,61.627,65.776
2023-02-21,24.144,150.154,29.466,12.593,101.221,55.615
2023-02-22,31.124,138.874,29.54,9.991,82.293,74.474
2023-02-23,22.517,154.467,33.284,11.31,104.048,77.906
2023-02-24,35.391,134.956,31.169999999999998,11.328,134.183,83.785
2023-02-25,41.824,219.47,44.994,10.979000000000001,170.605,115.867
2023-02-26,34.64,243.01,47.396,14.041,149.738,92.628
2023-02-27,13.331,136.926,13.221,8.846,88.884,65.006
2023-02-28,21.011,115.968,27.118,7.007000000000001,96.706,61.482
2023-03-01,15.748000000000001,139.125,23.98,9.504,105.906,73.717
2023-03-02,21.735,131.001,28.182,7.5680000000000005,114.103,62.87
2023-03-03,29.054,152.142,34.915,13.904,128.818,90.386
2023-03-04,34.038,163.918,33.769,12.627,142.301,105.25
2023-03-05,31.386,178.491,47.699,16.193,132.344,85.307
2023-03-06,18.411,107.018,23.166,10.568999999999999,96.609,54.979
2023-03-07,19.542,125.449,31.21,8.469,100.437,71.957
2023-03-08,17.906,119.807,22.18,11.717,105.092,65.41
2023-03-09,22.284,121.336,22.245,7.751,105.856,44.888
2023-03-10,21.612,131.927,12.423,14.024000000000001,150.26,71.433
2023-03-11,38.49,222.762,15.802,20.211,179.657,116.774
2023-03-12,33.314,195.971,19.536,18.27,157.361,109.272
2023-03-13,18.418,135.094,10.596,12.188,93.967,55.527
2023-03-14,9.612,140.076,9.076,11.759,104.067,46.835
2023-03-15,17.683,171.809,9.683,8.036999999999999,105.561,81.886
2023-03-16,25.921,190.911,31.584,11.892,102.213,89.875
2023-03-17,46.065,238.58,48.607,16.576,158.456,136.726
2023-03-18,53.936,292.075,59.217,29.936,189.58,147.687
2023-03-19,41.768,251.51,49.399,26.328,173.558,126.374
2023-03-20,22.99,197.663,37.566,10.568999999999999,119.843,74.725
2023-03-21,12.402000000000001,194.386,36.716,10.702,116.7,80.883
2023-03-22,17.709,170.723,27.368,12.133000000000001,125.241,89.191
2023-03-23,25.455,179.648,29.488,10.903,108.06700000000001,70.785
2023-03-24,22.479,202.72,33.301,18.402,153.262,105.586
2023-03-25,40.776,253.903,28.459,22.364,187.221,113.197
2023-03-26,30.047,264.043,48.675,20.143,179.458,120.223
2023-03-27,15.436,150.898,20.459,12.216,105.211,74.574
2023-03-28,14.816,145.975,18.519000000000002,15.485,92.394,79.756
2023-03-29,23.049,130.475,26.46,8.567,101.237,86.112
2023-03-30,13.154,179.795,26.709,14.654,86.212,63.7
2023-03-31,22.161,208.892,34.604,21.134,138.204,104.745
2023-04-01,26.836,208.377,35.079,23.388,154.887,101.324
2023-04-02,27.876,185.985,39.362,20.488,165.351,109.447
2023-04-03,29.721,170.821,16.457,19.201,114.41,93.459
2023-04-04,14.977,170.641,20.022,20.162,121.552,90.507
2023-04-05,24.198999999999998,217.271,45.417,22.225,139.304,115.412
2023-04-06,9.889,136.403,23.05,12.387,109.473,73.004
2023-04-07,16.629,131.267,31.899,9.746,97.645,88.025
2023-04-08,20.73,183.926,35.691,19.815,137.92,128.855
2023-04-09,31.303,197.616,30.536,15.846,136.063,83.908
2023-04-10,17.868,123.411,18.365,12.818,73.788,51.773
2023-04-11,7.577,158.881,15.788,13.366,85.563,62.405
2023-04-12,19.088,118.761,17.265,8.998,84.989,63.48
2023-04-13,15.052,92.251,19.775,9.198,76.901,51.532
2023-04-14,26.338,131.729,18.183,19.025000000000002,89.822,83.023
2023-04-15,28.541,208.169,20.852,16.674,138.985,106.142
2023-04-16,16.458,204.874,23.472,20.902,133.274,85.949
2023-04-17,7.066,106.884,14.475,9.19,68.456,39.145
2023-04-18,15.097,182.607,16.779,16.152,78.486,66.338
2023-04-19,12.216,156.553,19.103,13.945,76.651,58.407
2023-04-20,12.171,122.087,19.807,10.307,70.384,55.919
2023-04-21,28.934,215.684,26.17,30.95,125.533,89.492
2023-04-22,27.103,330.85,40.026,39.651,185.589,158.568
2023-04-23,10.291,279.352,22.853,21.876,154.222,81.715
2023-04-24,13.28,189.222,17.856,25.565,74.395,60.294
2023-04-25,9.993,163.704,15.89,19.3,70.192,68.882
2023-04-26,4.702,148.39,21.236,18.526,47.263,45.674
2023-04-27,11.675,142.945,14.24,18.48,66.698,62.808
2023-04-28,14.48,164.327,22.806,22.141,84.338,81.778
2023-04-29,24.693,169.132,27.577,37.234,161.482,127.524
2023-04-30,16.983,132.248,25.487000000000002,43.783,117.501,97.254
2023-05-01,22.754,179.89,29.389,31.862,138.857,83.717
2023-05-02,20.191,199.057,22.365000000000002,35.967,103.643,66.312
2023-05-03,11.586,252.366,32.371,22.717,95.795,72.027
2023-05-04,9.036999999999999,121.428,32.652,25.655,76.542,55.952
2023-05-05,13.454,115.371,28.675,22.324,66.977,63.126
2023-05-06,17.781,163.827,34.087,23.097,94.505,99.697
2023-05-07,18.818,238.132,54.158,39.966,134.833,115.423
2023-05-08,9.628,142.341,17.863,21.757,85.984,58.128
2023-05-09,7.406,145.033,25.81,17.224,81.721,49.033
2023-05-10,10.336,159.328,26.422,28.106,99.29,78.595
2023-05-11,9.518,158.484,23.274,13.908,76.077,42.217
2023-05-12,16.347,142.706,21.507,24.496,88.881,67.921
2023-05-13,20.655,179.071,45.087,33.208,135.703,95.606
2023-05-14,15.86,199.50900000000001,43.642,32.974000000000004,110.866,97.677
2023-05-15,7.475,171.35,27.764,21.584,78.687,61.585
2023-05-16,9.603,194.936,26.009,14.181000000000001,80.294,57.535
2023-05-17,12.893,150.478,19.914,14.296,67.717,54.7
2023-05-18,8.812000000000001,112.688,22.684,11.595,53.892,49.756
2023-05-19,9.66,141.327,20.153,15.232,71.713,60.947
2023-05-20,11.094,177.822,27.242,33.825,92.262,82.754
2023-05-21,13.615,197.446,29.13,38.276,117.485,94.76
2023-05-22,8.411,154.18,14.808,25.981,90.848,70.154
2023-05-23,14.637,150.721,20.181,23.022,69.361,49.994
2023-05-24,9.414,135.51,15.923,15.749,62.956,47.818
2023-05-25,13.962,114.768,14.565,21.865,76.118,50.69
2023-05-26,20.081,154.12,24.236,18.213,90.26,53.736
2023-05-27,24.97,273.537,41.279,24.313,127.658,91.754
2023-05-28,22.807,262.277,36.971000000000004,38.881,131.518,109.635
2023-05-29,12.75,146.434,16.312,28.536,61.995,53.849
2023-05-30,8.852,156.287,14.652000000000001,23.886,59.897,46.299
2023-05-31,7.86,136.132,16.723,17.471,61.96,46.711
2023-06-01,9.741,136.982,19.364,18.475,67.854,44.867
2023-06-02,11.988,161.142,16.172,22.501,72.847,68.385
2023-06-03,29.041,222.081,33.243,39.399,123.664,94.541
2023-06-04,21.047,215.285,25.117,34.741,123.698,95.926
2023-06-05,12.58,145.142,22.57,19.989,74.896,49.192
2023-06-06,14.408,152.439,21.351,19.081,84.745,56.608
2023-06-07,14.142,135.735,11.835,17.873,66.121,44.446
2023-06-08,9.254,119.287,15.446,24.509,77.363,49.993
2023-06-09,15.815999999999999,140.024,13.684,21.798,74.296,55.465
2023-06-10,19.118,240.235,26.766,38.116,146.968,98.844
2023-06-11,21.247,213.908,25.472,43.303,119.69,79.626
2023-06-12,10.350999999999999,127.399,17.143,23.087,67.12,36.153999999999996
2023-06-13,12.054,140.865,10.189,17.659,84.891,54.24
2023-06-14,7.284,115.605,9.175,28.361,82.127,43.778
2023-06-15,16.733,118.42,9.804,15.908,63.624,34.886
2023-06-16,15.49,172.11,22.692,24.133,86.159,58.503
2023-06-17,22.626,244.334,26.791,46.628,169.193,93.35
2023-06-18,23.373,253.447,23.098,54.553,149.877,72.039
2023-06-19,11.51,128.701,12.363,21.207,77.049,43.293
2023-06-20,11.657,126.228,13.919,21.592,66.666,39.223
2023-06-21,27.178,126.263,16.697,24.123,91.365,63.364
2023-06-22,38.77,171.919,17.912,33.866,114.288,77.476
2023-06-23,18.677,178.718,9.279,25.398,88.349,55.417
2023-06-24,16.054,161.495,11.548,28.369,94.187,54.18
2023-06-25,16.5,108.895,10.681,23.315,69.658,35.271
2023-06-26,10.384,80.524,8.083,21.224,72.185,39.582
2023-06-27,16.454,127.278,14.272,8.415,67.12,38.708
2023-06-28,14.946,130.182,16.069,15.651,68.534,53.742
2023-06-29,22.945,135.09,24.367,11.511,89.113,48.314
2023-06-30,19.419,130.464,28.087,24.53,82.286,39.572
