日期,七彩椒(1),七彩椒(2),上海青,上海青(份),东门口小白菜,云南油麦菜,云南油麦菜(份),云南生菜,云南生菜(份),余干椒,冰草,冰草(盒),净藕(1),净藕(3),双孢菇,双孢菇(盒),双沟白菜,和丰阳光海鲜菇(包),四川红香椿,圆茄子(2),外地茼蒿,大白菜,奶白菜,姜蒜小米椒组合装(小份),姬菇(1),姬菇(份),姬菇(包),娃娃菜,小白菜,小皱皮,小皱皮(份),小米椒,小米椒(份),小青菜(1),平菇,春菜,木耳菜,木耳菜(份),本地上海青,杏鲍菇(1),杏鲍菇(2),杏鲍菇(袋),枝江红菜苔,枝江青梗散花,水果辣椒,水果辣椒(份),水果辣椒(橙色),泡泡椒(精品),洪山菜薹珍品手提袋,洪山菜薹莲藕拼装礼盒,洪湖莲藕(粉藕),洪湖藕带,活体银耳,海鲜菇(1),海鲜菇(包),海鲜菇(袋)(3),海鲜菇(袋)(4),灯笼椒(1),灯笼椒(2),牛首生菜,甘蓝叶,甜白菜,田七,白玉菇(1),白玉菇(2),白玉菇(袋),竹叶菜,竹叶菜(份),紫白菜(1),紫苏,紫茄子(1),紫茄子(2),紫贝菜,红尖椒,红杭椒,红杭椒(份),红椒(1),红椒(2),红灯笼椒(1),红灯笼椒(2),红线椒,红莲藕带,红薯尖,组合椒系列,芜湖青椒(1),芜湖青椒(2),芝麻苋菜,芥兰,花茄子,苋菜,苋菜(份),茶树菇(袋),荸荠,莲蓬(个),菌菇火锅套餐(份),菌蔬四宝(份),菜心,菜心(份),菠菜,菠菜(份),菱角,萝卜叶,虫草花,虫草花(份),螺丝椒,螺丝椒(份),蟹味菇(1),蟹味菇(袋),蟹味菇与白玉菇双拼(盒),襄甜红菜苔(袋),西兰花,西峡花菇(1),西峡香菇(1),野生粉藕,野藕(1),金针菇(1),金针菇(2),金针菇(份),金针菇(盒),金针菇(袋)(2),银耳(朵),长线茄,随州泡泡青,青尖椒,青尖椒(份),青杭椒(1),青杭椒(2),青梗散花,青红杭椒组合装(份),青线椒,青线椒(份),青茄子(1),青菜苔,高瓜(1),高瓜(2),鱼腥草(份),鲜木耳(1),鲜木耳(份),鲜藕带(袋),鸡枞菌,黄心菜(1),黄心菜(2),黄白菜(2)
2022-01-26,,,2.68,1.22,,3.86,2.19,3.88,2.34,,9.05,,9.0,,16.84,,,,,8.56,7.66,1.8,2.6,,8.03,,4.62,2.3,,,2.63,31.93,6.08,3.34,6.87,,,,,7.51,,3.55,2.53,,,,,,,,7.0,,,11.23,,2.59,,,,,,6.7,,,,,9.05,,,,,9.7,,12.92,14.27,,14.07,,14.18,,,,,,10.18,,,,,,,,3.82,,,,5.32,1.84,6.32,2.14,,5.38,,2.66,11.36,,,,,2.5,6.22,,11.8,,,7.83,,,4.31,,,8.2,,6.33,,,12.09,2.72,,10.04,,11.03,,12.02,,,7.31,,,,2.0,,2.98
2022-01-27,15.18,,2.68,1.22,,3.86,2.19,3.94,2.34,,9.06,,9.0,,18.63,,,,,10.93,7.85,1.99,4.4,,8.56,,5.42,2.3,,,3.1,32.8,6.67,3.22,7.27,,,,,,,3.77,2.52,,,,,,,,7.0,,,11.38,,2.63,,9.85,,,,6.7,,,,,9.07,,,,,9.79,,12.99,15.23,,12.15,,13.71,,,,,,10.6,,,,,,,,3.75,,,,5.32,1.64,6.57,2.14,,,,2.84,11.36,,,,,,6.4,,12.4,,,7.84,,,4.31,,2.76,8.2,,9.64,,,12.6,2.72,,10.46,,11.03,,12.29,,,,,,,2.0,,3.48
2022-01-28,15.77,,3.44,1.3,,3.86,2.08,5.2,2.34,,9.04,,9.0,,18.57,,,,,11.28,8.15,2.0,3.78,,8.95,,5.42,2.3,,,3.1,33.18,6.67,3.02,7.31,,,,,7.57,,3.93,2.5,,,,,,,,7.02,,,11.98,,2.81,,10.03,,,,6.7,,,,,10.17,,,,,9.45,5.0,10.61,21.49,,12.66,,13.65,,,,,,10.56,,,,,,,,4.51,,,,5.31,1.8,7.12,2.16,,,,2.65,10.9,,,,,,6.32,,12.86,,,7.93,,,4.31,,,8.2,,9.95,,,12.59,2.72,,10.78,,11.03,,12.29,,,7.32,,,,2.0,,3.75
2022-01-29,16.21,,4.1,,,3.89,2.07,5.2,2.34,,,,9.41,,16.78,,,,,11.77,8.14,2.0,3.0,,8.14,,6.08,2.3,,4.41,3.27,33.4,6.67,,7.32,,,,,7.76,,4.1,2.53,,,,,,,,7.3,,,,,2.91,,10.37,,,,6.7,,,,,10.16,,,,,10.37,,10.62,26.07,,13.21,,12.5,,,,,,8.58,,,,,,,,5.19,,,,5.3,,7.57,,,,,,10.63,,,,,,6.13,,13.0,,,8.06,,,4.3,,,8.3,,8.94,,,12.86,2.62,,12.59,,10.13,,,,,7.31,,,,2.16,,3.75
2022-01-30,16.28,,4.41,,,4.38,,5.16,,,,,9.22,,10.0,,,,,10.94,8.14,2.0,3.0,,8.0,,6.02,2.38,,,3.25,33.39,6.68,3.02,7.27,,,,,7.82,,4.17,2.6,,,,,,,,7.3,,,12.18,,2.91,,1.99,,,,6.75,,,,,10.17,,,,,11.37,,10.93,26.08,,13.28,,,,,,,,9.62,,,,,,,,5.34,,,,5.3,,7.55,,,,,,10.09,,,,,2.5,6.2,,13.0,,,8.03,,,4.32,,,8.6,,8.62,,,,2.61,,13.26,,10.04,,,,,,,,,2.2,,3.75
2022-02-01,16.42,,4.55,,,4.38,,5.1,,,,,8.8,,,,,,,7.47,8.14,2.0,3.0,,,,,2.9,,,,32.92,,3.04,7.0,,,,,7.83,,4.22,,,,,,,,,7.3,,,12.2,,2.91,,,,,,6.76,,,,,10.71,,,,,11.37,,10.93,26.1,,13.11,,,,,,,,10.02,,,,,,,,5.34,,,,5.3,,7.79,,,,,,10.41,,,,,,6.4,,13.0,,,8.03,,,4.32,,,8.6,,9.2,,,13.82,2.7,,13.35,,10.04,,,,,,,,,2.2,,3.75
2022-02-02,16.42,,4.58,,,4.27,,5.1,,,,,8.8,,,,,,,,8.14,2.0,3.0,,,,5.88,2.9,,,,32.87,,3.04,7.0,,,,,7.83,,4.22,2.6,,,,,,,,7.3,,,,,2.28,,,,,,6.75,,,,,11.28,,,,,11.23,,10.93,26.1,,13.11,,,,,,,,10.02,,,,,,,,5.34,,,,5.3,,8.16,,,,,,10.41,,,,,,6.4,,13.0,,,8.02,,,4.32,,,8.6,,9.21,,,9.95,2.7,,13.34,,10.04,,,,,,,,,2.2,,3.75
2022-02-03,16.35,,4.58,,,3.98,,,,,6.03,,8.8,,,,,,,,11.66,2.0,3.0,,,,5.88,2.9,,4.43,,32.87,,3.03,7.35,,,,,7.12,,4.22,,,,,,,,,7.3,,,,,2.0,,,,,,6.73,,,,,10.18,,,,,11.17,,10.93,23.91,,13.11,,,,,,,,10.02,,,,,,,,5.34,,,,5.33,,7.87,,,,,,10.41,,,,,2.5,6.4,,13.0,,,8.02,,,4.32,,,8.6,,9.2,,,5.0,2.7,,13.33,,11.03,,,,,,,,,2.2,,3.75
2022-02-04,16.21,,3.86,,5.53,3.98,1.5,3.48,1.57,,10.0,,7.6,,17.83,,,,,5.68,,2.0,3.0,,11.48,,5.88,2.9,,,3.64,33.29,6.88,,6.87,,,,,11.41,,,2.7,,,,,,,,7.3,,,12.18,,,,,,,,6.71,,,,,10.17,,,,,11.16,,10.7,19.17,,12.57,,,,,,,,10.02,,,,,,,,5.34,,,,5.72,,7.66,2.75,,,,2.64,10.41,,,,,2.5,6.3,,12.4,,,8.0,,,4.1,,,8.6,,8.72,,,,2.8,,13.23,,10.44,,12.28,,,,,,,2.2,,2.74
2022-02-05,15.99,,3.75,1.38,5.88,3.48,1.99,3.93,1.79,,,,7.6,,17.32,,,,,,,2.0,,,11.53,,6.12,2.6,,,3.54,33.4,6.88,2.53,7.13,,,,,,,3.94,2.51,,26.6,,20.0,,,,7.3,,,12.19,,2.92,,,,,,6.71,,,,,10.17,,,,,11.17,,10.9,22.14,,8.76,,,,,,,,10.02,,,,,,,,5.34,,,,5.76,1.84,9.13,2.75,,,,2.79,10.41,,,,,2.5,5.24,,12.46,,,,,,3.94,,2.78,8.6,,8.76,,,,2.64,,12.94,,,,,,,,,,,2.2,,2.75
2022-02-06,14.01,,3.98,1.37,,3.06,1.82,4.35,1.98,,,,7.03,,18.34,,,,,5.68,,2.0,,,10.03,,6.13,2.6,,,3.59,30.75,5.86,2.55,7.4,,,,,7.54,,3.94,2.5,,26.6,,,,,,7.3,,,12.26,,2.94,,,,,,6.71,,,,,,,,8.16,,11.17,,,22.2,,9.46,,,,,,,,10.02,,,,,,,,5.34,,,,5.76,1.85,9.2,2.76,,,,2.66,10.02,,,,,,5.2,,12.45,,,7.84,,,3.94,,,8.6,,5.5,,,,2.6,,12.81,,,,12.29,,,7.36,,,,2.2,,2.75
2022-02-07,16.42,,4.41,1.36,,3.63,1.71,,1.88,,,,7.0,,18.34,,,,,,,2.0,2.88,,,,5.85,2.6,,,3.52,29.31,6.29,2.54,6.91,,,,,7.55,,3.91,2.5,,,,,,,,7.3,,,12.6,,2.93,,,,,,6.71,,,,,,,,,,11.16,,10.77,22.2,,10.42,,,,,,,,10.02,,,,,,,,5.34,,,,5.84,1.87,9.19,2.76,,,,2.65,9.62,,,,,,5.47,,12.4,,,7.84,,,3.97,,2.78,8.6,,8.97,,,10.56,2.6,,12.72,2.78,10.42,,,,,7.36,,,,2.2,,2.75
2022-02-08,16.42,,4.58,1.34,5.81,3.63,1.71,3.67,1.87,,,,7.0,,18.34,,,,,,,2.0,2.94,,10.05,2.32,,2.6,,,3.48,29.3,6.68,,6.62,,,,,7.54,,,2.23,,26.59,,,,,,7.3,,,12.62,,2.91,,,,,,6.97,,,,,,,,,,8.51,,10.75,18.59,4.36,10.75,,,,,,,,7.94,,,,,,,,5.34,,,,6.25,1.96,8.97,2.75,,,,2.66,9.63,,,,,,6.31,,12.4,,,7.84,,,4.1,,,8.6,,8.68,,,10.56,2.6,,12.64,2.78,6.86,,,,,,,,,2.2,,2.75
2022-02-09,16.42,,4.58,1.28,5.76,3.63,1.68,3.48,1.88,,,,7.0,,17.67,,,,,,,2.0,2.98,,10.04,2.25,5.57,2.6,,,3.48,30.42,6.68,2.76,6.5,,,,,7.54,,,2.04,,,,,,,,7.3,,,12.64,,2.89,,,,,,7.02,,,,,,,,,,7.51,,10.76,18.07,4.36,10.75,,,,,,,,4.4,,,,,,,,5.35,,,,6.99,2.45,8.66,2.76,,,,2.66,9.62,,,,,,5.95,,12.4,,,7.58,,,3.8,,,8.6,,8.4,,,10.55,2.6,,12.65,2.78,8.95,,12.29,,,7.42,,,,2.2,,2.75
2022-02-10,16.42,,4.58,1.16,5.77,3.63,1.59,3.48,1.97,,,,7.0,,17.37,,,,,8.27,,2.0,,,10.05,2.02,5.57,2.6,,,3.6,32.64,6.83,,6.5,,,,,7.55,,3.91,2.0,,,,,,,,7.3,,,14.43,,2.89,2.6,,,,,7.03,,,,,,,,,,7.51,,10.75,18.08,4.16,11.76,,,,,,,,4.19,,,,,,,,5.34,,,,9.13,2.54,8.32,2.76,,,14.26,3.25,9.62,,,,,,5.2,,12.4,,,7.55,,,3.8,,,8.6,,8.41,,,,2.51,,12.58,,11.03,,12.27,,,,,,,2.2,,2.75
2022-02-11,,,4.51,1.16,4.97,3.45,1.71,3.9,1.97,,,,6.02,,17.42,,,,,9.71,14.6,2.0,2.74,,10.05,2.22,,2.6,,4.4,3.64,32.64,6.83,2.95,6.83,,,,,6.89,,3.92,2.0,,,,,,,,7.3,,,,,2.91,,,,,,7.03,,,,,,,,,,7.57,,10.76,18.07,,11.9,,,,,,,,4.12,,,,,,,,5.34,,,,9.12,2.77,8.27,2.76,,,14.25,3.25,7.82,,,,,,5.2,,12.15,,,6.95,,,3.8,,,,4.0,8.4,,,10.44,2.5,,12.46,,7.98,,,,,,,,,2.2,,2.75
2022-02-12,,,4.47,1.18,4.6,3.31,1.73,4.22,2.34,,,,5.4,,17.62,,,,,9.72,14.6,2.0,2.0,,9.01,2.22,5.57,2.6,,10.54,3.64,32.64,6.65,2.24,6.85,,,,,6.28,,3.92,1.88,,26.61,,,,,,7.3,,,11.01,,2.94,,,,,,7.03,,,,,,,,,,7.22,,10.89,18.02,,11.9,,,,,,,,4.12,,,,,,,,5.35,,,,9.13,2.82,8.14,2.76,,,,3.24,6.6,,,,,,5.32,,12.0,,,6.06,,,3.76,,,,,8.4,,,10.44,2.54,,12.02,,6.67,,,,,,,,,2.2,,2.75
2022-02-13,12.54,,3.94,1.16,3.84,3.41,1.73,5.46,2.48,,,,5.2,,17.62,,,,,5.22,14.6,1.85,,,,,5.56,2.4,,13.01,3.64,32.64,6.65,,6.23,,,,,6.14,,3.88,1.8,,21.45,,,,,,7.3,,,,,2.91,,,,,,7.03,,,,,,,,,,7.21,,11.19,14.11,,10.37,,5.0,,,,,,4.0,,,,,,,,4.73,,,,9.13,2.21,7.68,2.76,,,13.25,,5.76,,,,,,5.43,,11.23,,,5.81,,,3.78,,2.1,8.6,,8.4,,,10.44,2.8,,11.26,,3.88,,,,,,,,,2.2,,2.78
2022-02-14,12.55,,3.71,1.12,3.4,3.46,1.74,,2.56,,,,5.2,,17.62,,,,,6.86,,1.6,2.0,,11.71,2.34,,2.4,,4.37,,32.64,5.98,2.0,3.43,,,,,5.81,,,1.9,,20.48,,,10.0,,,7.3,,,11.0,,2.83,,,,,,7.02,,,,,,,,,,7.49,,10.93,15.35,,9.32,,,,,,,,4.05,,,,,,,,4.73,,,,5.0,2.09,6.95,2.76,,4.23,,,7.09,,,,,,5.24,,11.35,,,5.69,,,3.83,,,,,8.4,1.98,,11.52,3.2,,11.35,,3.53,,12.7,,,,,,,1.66,,2.78
2022-02-15,12.71,,3.95,1.21,3.37,3.46,1.74,5.88,2.65,,,,5.2,,15.73,,,,,6.86,,1.56,2.0,,11.12,2.34,,2.4,,,3.64,,6.3,2.0,3.41,,,,,5.66,,3.73,2.19,,20.5,,,,,,7.31,,,,,2.68,,,,,,7.03,,,,,,,,,,7.35,,10.35,20.3,,8.58,,,,,,,,4.17,,,,,,,,4.73,,,,5.0,2.3,6.94,2.76,,,,,7.48,,,,,,5.09,,11.2,,,5.61,,,4.29,,,10.4,,8.4,1.98,,11.52,3.22,,11.36,,3.98,,,,,,,,,1.4,,2.78
2022-02-16,16.73,,4.08,1.22,3.61,3.46,,5.88,,,,,5.2,,15.65,,,,,6.88,,1.5,2.0,,11.0,2.34,5.51,2.4,,,3.64,32.64,7.02,,3.41,,,,,5.67,,3.73,2.0,,,,,,,,7.5,,,11.01,,2.71,,,,,,7.03,,,,,,,,,,6.53,,9.48,26.1,,8.52,,,,,,,,4.25,,,,,,,,4.93,,,,5.01,2.82,,2.76,,4.22,,2.69,7.48,,,,,,5.16,,11.2,,,5.68,,,4.32,,,,,8.4,,,11.52,3.24,,11.37,,,,12.61,,,,,,,1.4,,2.78
2022-02-17,16.73,,4.08,1.19,3.76,3.48,,,,,,,5.2,,15.65,,,,,7.18,,1.7,2.0,,10.98,,5.51,2.4,,,3.64,,7.11,2.38,2.9,,,,,5.78,,3.72,2.0,,20.51,5.7,,,,,7.5,,,11.0,,2.74,,,,,,,,,,,,,,,,6.53,,10.52,26.11,,8.72,,,,,,,,4.1,,,,,,,,5.15,,,,0.04,2.82,6.93,2.76,,4.17,,2.68,7.43,,,,,,5.3,,11.2,,,5.65,,,4.32,,,,,8.41,,,11.15,3.23,,11.38,,4.12,,12.63,,,,,,,1.4,,2.78
2022-02-18,,,4.08,1.18,3.77,3.46,,5.88,,,,,5.2,,15.56,,,,,7.21,11.64,1.44,2.0,,,,5.69,2.4,,,3.64,32.64,6.94,2.4,2.85,,,,1.3,5.9,,3.08,2.04,,20.5,5.6,,,,,7.5,,,10.98,,2.7,,,,,,7.02,,,,,,,,,,6.51,,10.57,26.12,4.47,8.77,,,,,,,,3.83,,,,,,,,5.15,,,,,2.21,6.92,2.64,,4.17,,,7.16,2.39,,,,,5.3,,11.2,,,5.62,,,4.33,2.24,,,,8.4,1.98,,10.78,3.35,,11.38,,4.15,,12.64,,,,,,,1.4,,2.78
2022-02-19,,,4.08,1.18,3.77,3.46,,5.96,,,,,4.39,,12.8,,,,,7.21,11.64,1.4,2.0,,10.97,,5.69,2.4,,,3.64,32.63,6.91,2.81,3.26,,,,1.48,5.98,,3.08,2.77,,,5.69,,,,,7.5,,,10.57,,2.69,,,6.98,,,7.03,,,,,,,,,,6.49,,10.37,26.08,4.47,8.64,,,,,,,,4.22,,,,,,,,5.15,,,,,2.45,6.92,2.45,,4.17,12.99,,6.42,2.39,,,,,5.3,,11.2,,,5.53,,,,2.2,,,,8.44,1.97,,10.78,3.4,,11.39,,4.14,,12.7,,,,,,,1.4,,2.78
2022-02-20,,,3.96,1.18,3.93,3.46,,6.59,,,,,4.74,,15.27,,,,,7.21,,1.47,2.0,,11.06,,5.42,2.4,,,3.64,32.56,6.86,,3.41,,,,,5.88,,3.08,2.92,,,5.77,,,,,7.5,,,10.61,,2.6,,,,,,,,,,,13.61,,,,,6.28,,10.17,,,8.6,,,,,,,,4.24,,,,,,,,5.15,,,,,2.82,6.74,,,4.16,,,6.79,,,,,,5.31,,11.2,,,5.18,,,,2.09,,,,8.78,1.9,,10.76,3.4,,11.4,,10.26,,12.69,,,7.35,,,,1.4,,2.78
2022-02-21,,,3.92,1.18,4.58,3.46,,6.59,,,,,5.1,,15.96,,,,,7.18,11.64,1.45,2.0,,10.99,,,2.4,,,3.64,,7.23,2.89,3.85,,,,,5.83,,3.09,3.08,,,5.16,,,,,7.5,,,10.18,,2.49,,,6.57,,,7.02,,,,,13.61,,,,,6.21,,10.2,26.09,,9.1,,,11.83,,,,,4.98,,,,,,,,,,,,,2.82,,2.7,,,12.9,,6.9,,,,,,5.4,,11.2,,,4.96,,,,2.1,,,,8.8,1.76,,10.8,3.41,,11.39,,11.1,,12.72,,,7.32,,,,1.4,,2.8
2022-02-22,,,3.92,1.18,4.58,3.46,,6.59,,,,,5.0,,15.99,,,,,7.18,,1.4,2.0,,10.99,,,2.4,,,3.64,,7.24,2.49,3.84,,,,,5.83,,3.08,3.12,,,5.73,,,,,7.5,,,9.74,,2.49,,5.01,5.46,,,7.03,,,,,13.6,,,,,6.45,,10.19,26.11,,9.86,,,11.83,,,,,5.94,,,,,,,,,,,,,2.82,6.26,2.61,,4.16,12.59,,6.33,2.86,,,,,5.49,,11.2,,,4.73,,,4.32,2.06,,,,8.78,1.76,,11.06,3.43,,11.51,,11.1,,,,,7.33,,,,1.4,,2.88
2022-02-23,,,3.92,1.18,4.6,3.46,,6.59,,,,6.11,5.0,,15.95,,,,,7.17,11.64,1.4,2.0,,10.97,,5.42,2.4,,,3.64,,7.24,2.22,3.84,,,,0.54,5.83,,3.02,3.26,,,6.08,,,,,7.5,,,9.75,,2.43,,4.97,5.45,,,7.02,,,,,13.6,,,,,6.51,,10.47,26.13,4.48,9.01,,,11.81,,,,,6.68,,,,,,,,,,,,5.01,,4.34,1.3,,4.18,12.35,,7.9,3.36,,,,,5.6,,11.2,,,4.69,,,,1.99,,11.45,,8.8,1.8,,11.07,3.43,,11.65,,11.1,,12.95,,,,,,,1.4,,2.87
2022-02-24,,,4.18,1.25,4.95,3.78,,8.38,,,,,5.0,,15.9,,,,,7.26,,1.5,2.0,,11.09,,4.84,2.4,,,3.64,,7.24,2.55,4.98,,,,,5.8,,3.1,3.26,,,6.08,,,,,7.5,,,9.36,,2.37,,5.03,5.45,,,6.23,10.15,,,,,,,,,6.3,,10.14,14.98,,9.05,,,,,,,,7.46,,,,,,,,,,,,5.0,2.82,4.26,1.28,,,,,10.81,3.46,,,,,5.74,,11.2,,,4.52,,,,2.14,,11.46,,5.51,1.87,10.0,11.06,4.48,,12.13,,,,14.29,,,7.34,,,,1.4,,4.18
2022-02-25,,,4.18,1.28,5.27,3.78,,8.38,,,,6.11,5.0,,15.91,,,,,7.46,,1.5,2.0,,10.24,,4.81,2.4,,,2.63,,7.62,2.55,5.2,,,,,6.06,,2.9,3.26,,,6.08,,,,,7.5,,,9.33,,2.37,,,,,,6.23,10.14,,,,,,,,,6.19,,10.14,15.62,,9.01,,,11.82,,,,,7.63,,,,,10.0,,,,,,,,2.21,4.36,1.83,,5.17,,,10.81,,,,,,6.0,,6.44,,,4.44,,,,1.92,,11.45,,8.0,1.87,,11.06,4.47,,12.66,,7.5,,13.49,,,7.32,,,,1.4,,4.17
2022-02-26,,,4.31,1.31,3.74,3.78,,8.45,,,,6.11,4.85,,7.17,,,,,7.47,,1.5,2.0,,10.73,,4.4,1.64,,,3.64,,9.28,2.08,2.54,,,,,7.55,,2.9,2.45,,,5.98,,,,,7.5,,,9.12,,2.11,,,5.45,,,6.23,,,,4.12,,,,,,6.36,,10.94,13.85,3.55,10.13,,,10.13,,,,,8.78,,,,,,,,,,,,,2.21,4.1,1.87,,4.43,13.26,,10.6,3.46,,,,,6.07,,11.2,,,4.31,,,,1.8,,13.33,,8.0,1.87,,11.06,4.72,,12.89,,6.67,,13.61,,,,,,,1.4,,4.34
2022-02-27,,,3.12,1.51,3.74,4.47,,9.1,,,,5.6,4.8,,13.91,,,,,7.75,,1.5,2.0,,,,4.4,2.13,,,3.64,,7.49,2.04,3.86,,,,,5.95,,2.88,1.28,,,5.87,,,,,7.5,,,9.37,,,,,5.45,,,6.23,,,,,,,,,,6.6,,10.93,13.61,,10.82,,10.0,8.59,,,,,9.95,,,,,,,,,,,,,2.2,4.04,1.32,,4.16,,,10.6,,,,,,6.6,,11.2,,,4.18,,,,1.77,,14.1,,8.0,,,11.06,4.75,,13.57,,7.81,,14.16,,,,,,,1.69,,4.17
2022-02-28,,,4.88,1.36,3.76,4.88,,8.8,,,,,4.61,,15.94,,,,,8.2,,1.5,2.0,,11.06,,4.4,2.4,,,2.45,11.99,7.67,2.09,4.02,,,,,5.85,,2.78,1.75,,20.52,6.29,,,,,7.5,,,9.36,,2.08,,5.0,,,,6.24,,,,,,,,,,6.71,,10.93,15.28,3.55,11.03,,,8.57,,,,,8.9,,,,,,,,,,,,,2.35,4.13,1.58,,4.17,12.25,,10.6,,,,,,6.6,,11.92,,,4.1,,,,1.74,,10.82,,7.98,2.09,,11.06,5.11,,14.06,,7.88,,14.26,,,7.36,,,,1.8,,4.17
2022-03-01,,,4.88,1.42,3.76,5.06,,8.8,,,,,4.6,,17.19,,,,4.58,7.34,,1.59,2.0,,11.05,,,2.4,,,2.21,12.0,7.73,2.1,3.6,,,,,5.85,,2.67,3.23,,20.52,,,,,,7.5,,,11.04,,2.08,,5.01,,,,6.23,,,,4.05,,,,,,6.71,,10.93,14.82,4.47,11.34,,10.0,8.59,,,,,8.46,,,,,,,,,,,,,2.52,4.2,2.49,,4.17,,,10.71,3.46,,,,,6.6,,11.2,,,2.98,,,,1.69,,15.82,,8.01,2.09,10.0,11.06,5.28,,14.19,,7.91,,14.23,,,,,,,1.8,,4.17
2022-03-02,,,4.88,1.46,3.76,5.62,,8.8,,,,5.6,4.6,,15.99,,,,4.58,7.34,,1.6,2.0,,10.44,,,2.4,,,2.59,11.99,8.11,2.06,3.37,,,,,6.02,,2.68,3.2,,,5.36,,,,,7.5,,,9.58,,2.08,,,5.46,,,6.23,,,,4.05,,,,7.13,,6.73,,10.93,14.0,4.47,11.36,,,8.96,,,,,7.97,,,,,,,,,,,,5.0,,4.4,2.17,,4.17,12.18,,10.81,3.46,,,,,6.6,,11.2,,,2.1,,,,1.69,,14.77,,8.0,2.09,10.0,11.05,,,14.85,,8.11,,14.1,,,7.33,,,,1.8,,4.17
2022-03-03,,,4.84,1.35,2.96,5.62,,9.33,,,,,4.6,,14.5,,,,4.59,7.74,8.63,1.6,2.0,,10.34,,,2.4,,,3.64,12.01,9.28,2.04,3.12,,,,,6.08,,2.67,2.62,,20.52,6.29,,,,,7.5,,,8.94,,2.08,,,6.18,,,,,,,4.05,,,,,,6.77,,11.78,17.69,,11.73,,,10.18,,,,,7.97,,,,,,,,,,,,4.0,2.2,4.06,1.35,,3.16,12.2,,11.64,3.29,1.97,,,,6.6,,11.2,,,3.98,,,,1.62,,15.79,,8.0,,,,5.0,,14.85,,,,,,,7.33,,,,1.8,,5.14
2022-03-04,,,4.84,1.46,2.93,5.91,,9.66,,,,,4.6,,14.48,,,,4.66,7.96,8.64,1.6,1.6,,10.23,,4.02,2.4,,16.47,3.64,,9.28,2.0,3.02,,,,,5.84,,2.67,1.7,,20.51,6.06,,,,,7.5,,,7.84,,2.08,,,6.18,,,6.46,,,,3.86,,,,,,6.88,,11.91,17.74,4.47,11.77,,,10.17,,,,,7.97,,,,,10.14,,,,,,,,2.2,4.05,1.22,,3.13,,,12.0,3.99,1.96,,,,6.6,,11.2,,,4.29,,,,1.62,,15.79,,8.03,1.82,,,4.99,,,3.35,7.77,,12.56,,,,,,,1.8,,5.14
2022-03-05,,9.14,4.84,1.46,2.93,6.88,,9.21,,,,6.11,4.6,,14.46,,,,35.97,8.18,8.63,1.6,1.83,,10.2,,4.14,2.4,,16.95,3.69,,8.88,2.03,3.29,,,,,6.06,,2.67,2.19,,18.75,5.75,,,,,7.5,,,8.93,,2.07,,,6.8,,,6.46,10.15,,,3.89,15.75,,,,,7.03,,11.87,17.74,4.47,11.9,,,10.47,,,,,7.97,,,,,10.14,,,,,,,5.0,2.2,4.08,1.35,,3.14,,,12.31,3.72,1.96,,,,6.6,,11.2,,,4.87,,,,1.44,,15.7,,8.55,1.89,10.0,,4.86,,16.56,3.53,7.8,,12.57,,,7.32,,,,1.8,,5.14
2022-03-06,,,4.54,1.46,2.95,6.88,,7.61,,,,,4.6,,12.72,,,,,8.37,,1.67,2.0,,10.15,,4.14,2.4,,16.92,3.72,12.01,8.88,,3.38,,,,,5.31,,2.68,1.88,,,7.62,,,,,,,,8.94,,2.07,,,7.75,,,6.46,10.13,,,3.84,15.75,,,10.99,,7.34,,12.84,17.56,2.9,11.7,,10.0,10.53,,,,,7.97,,,,,10.15,,,,,,,,2.2,3.76,1.35,,3.16,11.16,,13.25,2.38,1.92,,,,6.6,,11.2,,,4.49,,,,1.43,,15.65,,8.4,,10.0,13.17,3.92,,16.57,3.53,8.32,,12.17,,,7.32,,,,1.8,,5.14
2022-03-07,,,4.82,1.46,2.95,6.88,,7.77,,,,,4.76,,12.75,,,,,8.37,,1.64,1.82,,10.08,,4.02,2.4,,,3.59,,8.94,2.05,3.41,,,,,4.07,,2.68,1.47,,,7.02,,,,,7.5,,,8.95,,2.08,,,7.89,,,6.46,,,,3.72,15.75,,,,,7.34,,13.05,20.07,2.91,11.12,,0.04,10.53,,,,,7.97,,,,,9.57,,,,,,,,2.2,3.13,2.02,,3.4,,,14.0,4.48,1.94,,,,6.6,,11.2,,,4.27,,,,1.46,,15.68,,8.4,1.89,,13.17,3.43,,16.57,3.53,8.46,,11.46,,,7.32,,,,1.8,,5.14
2022-03-08,,,4.88,,2.94,6.8,,7.88,,,,,4.8,,13.34,,,,,8.38,8.46,1.6,1.6,,10.23,,,2.4,,10.46,3.6,,8.94,2.04,3.42,,,,,5.56,,2.69,1.51,,14.52,6.41,,,,,7.5,,,8.94,,2.07,,,8.35,,,,,,,3.73,,,,,,7.47,,13.04,20.14,2.97,11.11,,,10.53,,,,,7.97,,,,,9.04,,,,,,,5.01,2.2,3.05,1.35,,3.58,10.69,,14.04,4.49,1.82,,,,4.8,13.2,11.2,,,4.3,,,,1.51,,15.72,,8.52,1.89,,13.16,3.66,,16.57,3.64,8.46,,11.46,,,7.33,,,,1.8,,5.14
